ID,First Name,Last Name,DOB,Role,Money Available,Flights Purchased,MinerAir Membership,Username,Password
614,Michael,King,12/12/48,Employee,4951.18,0,true,michaelking,Fun!23
856,George,Gilbert,12/21/76,Employee,13522.36,0,true,georgegilbert,Fun!23
857,Kristine,Smith,3/12/58,Employee,6279.68,0,false,kristinesmith,Fun!23
615,Vanessa,Watson,12/1/85,Employee,13535.65,0,true,vanessawatson,Fun!23
616,Jerry,Smith,6/21/07,Employee,4846.93,0,true,jerrysmith,Fun!23
858,Kevin,Harrison,2/6/16,Employee,8452.33,0,true,kevinharrison,Fun!23
617,Andrew,Marshall,10/16/42,Employee,9037.77,0,true,andrewmarshall,Fun!23
859,Karl,Davis,1/9/69,Employee,6531.64,0,true,karldavis,Fun!23
618,Janet,Hughes,9/15/96,Employee,4205.88,0,true,janethughes,Fun!23
619,Tyler,Baxter,1/26/76,Employee,2079.48,0,false,tylerbaxter,Fun!23
860,Lisa,Peters,3/25/06,Employee,7538.45,0,false,lisapeters,Fun!23
861,Paul,Harmon,1/4/34,Employee,5449.52,0,true,paulharmon,Fun!23
862,Brandon,Miller,9/16/45,Employee,3216.35,0,false,brandonmiller,Fun!23
620,Amber,Long,2/13/80,Employee,3180.87,0,true,amberlong,Fun!23
863,Mark,Gonzalez,2/11/56,Employee,7640.06,0,true,markgonzalez,Fun!23
621,Jared,Perry,6/21/89,Employee,13505.04,0,false,jaredperry,Fun!23
864,Christopher,Lucero,7/3/12,Employee,10302.16,0,true,christopherlucero,Fun!23
622,Natalie,Richardson,12/27/26,Employee,9591.17,0,true,natalierichardson,Fun!23
623,Erika,Lopez,10/30/00,Employee,5370.49,0,true,erikalopez,Fun!23
865,Sherry,Mora,4/18/41,Employee,13137.66,0,false,sherrymora,Fun!23
624,Michelle,Walsh,3/30/47,Employee,2144.52,0,true,michellewalsh,Fun!23
866,Jody,Sanchez,8/11/57,Employee,2717.79,0,true,jodysanchez,Fun!23
867,Christian,Ellis,12/1/27,Employee,13161.68,0,true,christianellis,Fun!23
625,Anthony,Carson,3/28/56,Employee,10499.96,0,true,anthonycarson,Fun!23
868,Sandra,Sutton,5/25/21,Employee,8832.72,0,true,sandrasutton,Fun!23
626,Heather,Cunningham,6/13/82,Employee,7409.37,0,true,heathercunningham,Fun!23
869,Kenneth,House,2/28/65,Employee,4343.65,0,false,kennethhouse,Fun!23
627,Ronald,Bond,2/2/86,Employee,11794.98,0,true,ronaldbond,Fun!23
628,Sherri,Armstrong,12/6/21,Employee,10954.82,0,true,sherriarmstrong,Fun!23
629,Jacob,Contreras,9/30/01,Employee,9998.26,0,true,jacobcontreras,Fun!23
870,Wendy,Montoya,8/1/40,Employee,7698.46,0,true,wendymontoya,Fun!23
871,Bryan,Wise,3/24/77,Employee,11803.47,0,true,bryanwise,Fun!23
630,Colleen,Sanchez,7/30/35,Employee,3656.58,0,false,colleensanchez,Fun!23
872,Joseph,Robinson,1/31/83,Employee,14861.79,0,false,josephrobinson,Fun!23
631,Derek,Lopez,3/21/10,Employee,11344.7,0,true,dereklopez,Fun!23
873,Mindy,Ross,12/6/59,Employee,3762.91,0,true,mindyross,Fun!23
632,Kayla,Smith,5/28/51,Employee,8433.97,0,true,kaylasmith,Fun!23
874,Sonia,Durham,9/12/79,Employee,8847.95,0,true,soniadurham,Fun!23
875,John,House,4/29/18,Employee,2055.1,0,false,johnhouse,Fun!23
633,Christopher,Osborne,5/23/00,Employee,9945.22,0,false,christopherosborne,Fun!23
634,Mercedes,Nichols,11/17/61,Employee,14562.07,0,true,mercedesnichols,Fun!23
876,Carolyn,Dunn,12/24/84,Employee,2012.82,0,true,carolyndunn,Fun!23
635,Beth,Sharp,9/3/57,Employee,8616.5,0,false,bethsharp,Fun!23
877,Curtis,Phillips,10/9/80,Employee,13154.99,0,true,curtisphillips,Fun!23
878,Kenneth,Boyd,9/16/12,Employee,4746.76,0,true,kennethboyd,Fun!23
636,Scott,Bailey,7/2/75,Employee,8758.72,0,false,scottbailey,Fun!23
879,Jennifer,Davidson,2/19/01,Employee,3873.14,0,true,jenniferdavidson,Fun!23
637,Crystal,Young,9/17/39,Employee,12253.07,0,false,crystalyoung,Fun!23
638,Allen,Arnold,2/8/71,Employee,11892.24,0,false,allenarnold,Fun!23
639,Donald,Tran,9/21/41,Employee,6403.19,0,false,donaldtran,Fun!23
880,Brett,Higgins,5/22/04,Employee,12099.21,0,true,bretthiggins,Fun!23
881,Brett,Wallace,1/16/18,Employee,2399.1,0,false,brettwallace,Fun!23
882,Tyrone,Alvarado,3/25/25,Employee,2071.35,0,false,tyronealvarado,Fun!23
640,Christopher,Fields,12/2/56,Employee,10496.05,0,true,christopherfields,Fun!23
883,Christina,Villanueva,6/16/02,Employee,13365.43,0,true,christinavillanueva,Fun!23
641,Luis,Johnson,9/19/78,Employee,9932.62,0,true,luisjohnson,Fun!23
884,Mark,Washington,1/16/40,Employee,8703.84,0,true,markwashington,Fun!23
400,Jessica,Fernandez,7/30/54,Employee,7891.0,0,true,jessicafernandez,Fun!23
642,Krista,Lambert,6/7/67,Employee,4552.75,0,true,kristalambert,Fun!23
643,Nicholas,Copeland,7/1/59,Employee,4915.5,0,true,nicholascopeland,Fun!23
885,Emily,Cole,3/31/92,Employee,14145.75,0,false,emilycole,Fun!23
401,Michael,Castillo,6/11/98,Employee,14131.9,0,true,michaelcastillo,Fun!23
402,Ruben,Edwards,2/4/21,Employee,8497.03,0,false,rubenedwards,Fun!23
644,Mark,Rogers,10/26/71,Employee,7678.0,0,true,markrogers,Fun!23
886,Kelly,Herring,1/12/81,Employee,2221.08,0,false,kellyherring,Fun!23
887,Joseph,Davis,12/28/13,Employee,14785.5,0,false,josephdavis,Fun!23
645,Jessica,Ramirez,1/3/34,Employee,9289.84,0,false,jessicaramirez,Fun!23
403,Ashley,Wilcox,1/15/53,Employee,7398.84,0,false,ashleywilcox,Fun!23
404,Allison,Cross,10/14/49,Employee,6486.71,0,true,allisoncross,Fun!23
646,Matthew,Gonzalez,6/30/56,Employee,14624.83,0,true,matthewgonzalez,Fun!23
888,Stephanie,Williams,1/2/70,Employee,9231.27,0,false,stephaniewilliams,Fun!23
405,Anita,Stein,10/27/42,Employee,3562.32,0,false,anitastein,Fun!23
647,Rose,Burgess,11/9/42,Employee,10083.08,0,true,roseburgess,Fun!23
889,Jorge,Huerta,2/13/46,Employee,3028.5,0,true,jorgehuerta,Fun!23
406,Sean,Hull,8/31/08,Employee,4768.03,0,true,seanhull,Fun!23
648,Holly,Schneider,8/23/49,Employee,11191.15,0,true,hollyschneider,Fun!23
649,Joanna,Knight,2/11/27,Employee,14532.85,0,false,joannaknight,Fun!23
407,Ricardo,Rodriguez,3/8/59,Employee,12041.16,0,true,ricardorodriguez,Fun!23
408,David,Soto,2/9/52,Employee,6559.06,0,false,davidsoto,Fun!23
409,Kayla,Mahoney,8/25/26,Employee,3362.52,0,false,kaylamahoney,Fun!23
890,Jesse,Dunn,6/21/96,Employee,12702.17,0,true,jessedunn,Fun!23
891,Lauren,Coleman,1/25/95,Employee,11369.23,0,true,laurencoleman,Fun!23
650,David,Cox,6/2/68,Employee,14109.04,0,false,davidcox,Fun!23
892,Jack,Morgan,5/9/84,Employee,13749.13,0,true,jackmorgan,Fun!23
893,Matthew,Mason,11/12/35,Employee,12481.96,0,true,matthewmason,Fun!23
651,Elizabeth,Reyes,11/4/37,Employee,9885.2,0,true,elizabethreyes,Fun!23
652,Melissa,Mcdonald,3/8/16,Employee,12836.69,0,false,melissamcdonald,Fun!23
894,Olivia,Richardson,9/24/47,Employee,14330.67,0,false,oliviarichardson,Fun!23
410,Ray,Huynh,7/11/88,Employee,8884.31,0,false,rayhuynh,Fun!23
895,Justin,Hawkins,3/21/24,Employee,8470.2,0,true,justinhawkins,Fun!23
411,Terri,Mendez,11/19/49,Employee,8787.78,0,false,terrimendez,Fun!23
653,James,Anderson,11/20/98,Employee,6884.0,0,true,jamesanderson,Fun!23
654,Loretta,Phillips,6/21/14,Employee,2951.7,0,false,lorettaphillips,Fun!23
896,Amy,Morse,7/6/49,Employee,13302.36,0,true,amymorse,Fun!23
412,Rachel,Roberson,10/13/70,Employee,12779.99,0,false,rachelroberson,Fun!23
897,Barbara,Love,4/9/02,Employee,3218.95,0,false,barbaralove,Fun!23
655,Gina,Swanson,7/6/69,Employee,6435.76,0,false,ginaswanson,Fun!23
413,Zachary,Tran,5/13/96,Employee,8738.64,0,true,zacharytran,Fun!23
898,David,Clark,9/9/48,Employee,3508.89,0,true,davidclark,Fun!23
414,John,White,7/26/50,Employee,8209.75,0,true,johnwhite,Fun!23
656,Kimberly,Martinez,6/16/83,Employee,8358.64,0,false,kimberlymartinez,Fun!23
415,Philip,Collins,8/23/78,Employee,4852.0,0,false,philipcollins,Fun!23
657,Stephanie,Kirby,9/4/90,Employee,8956.51,0,true,stephaniekirby,Fun!23
899,Danielle,Chavez,10/18/98,Employee,8514.6,0,false,daniellechavez,Fun!23
658,Teresa,Gardner,6/19/46,Employee,6491.03,0,true,teresagardner,Fun!23
416,Hunter,Moore,12/12/85,Employee,9956.07,0,false,huntermoore,Fun!23
417,Nicole,Johnson,7/29/69,Employee,9101.82,0,false,nicolejohnson,Fun!23
659,Brandon,Flores,4/3/73,Employee,9856.03,0,true,brandonflores,Fun!23
418,Adam,Bass,4/6/47,Employee,11646.04,0,true,adambass,Fun!23
419,Lisa,Spencer,9/18/88,Employee,13158.89,0,true,lisaspencer,Fun!23
660,Anthony,Moore,10/16/17,Employee,5910.57,0,false,anthonymoore,Fun!23
661,Steven,Hartman,6/19/11,Employee,8106.76,0,true,stevenhartman,Fun!23
662,Derek,Macias,7/11/26,Employee,8722.79,0,true,derekmacias,Fun!23
420,Justin,Martinez,1/10/39,Employee,9199.83,0,false,justinmartinez,Fun!23
663,Christopher,Robinson,2/3/44,Employee,14092.27,0,false,christopherrobinson,Fun!23
421,Anthony,Hunter,9/29/76,Employee,11082.41,0,false,anthonyhunter,Fun!23
422,Doris,Moore,1/3/17,Employee,8779.28,0,true,dorismoore,Fun!23
664,Scott,Dunn,9/18/76,Employee,14336.66,0,false,scottdunn,Fun!23
423,Elizabeth,Cruz,7/5/23,Employee,11955.03,0,false,elizabethcruz,Fun!23
665,Lawrence,Henry,9/13/84,Employee,12818.2,0,false,lawrencehenry,Fun!23
424,Randy,Keller,2/1/62,Employee,4054.3,0,true,randykeller,Fun!23
666,Gabriel,Sanders,6/11/76,Employee,5934.61,0,true,gabrielsanders,Fun!23
425,Brandon,Neal,7/7/76,Employee,5837.39,0,true,brandonneal,Fun!23
667,Lori,Hall,3/18/80,Employee,13999.2,0,true,lorihall,Fun!23
426,Mark,Lamb,4/28/57,Employee,9031.31,0,true,marklamb,Fun!23
668,Brittany,Richard,1/15/66,Employee,8026.48,0,false,brittanyrichard,Fun!23
427,Tiffany,May,9/17/05,Employee,3804.06,0,false,tiffanymay,Fun!23
669,Sarah,Jones,3/4/69,Employee,9953.96,0,false,sarahjones,Fun!23
428,Krista,Blake,1/20/58,Employee,12841.6,0,true,kristablake,Fun!23
429,John,Morris,2/20/48,Employee,6172.18,0,false,johnmorris,Fun!23
670,Nicholas,Jackson,3/3/16,Employee,13163.92,0,true,nicholasjackson,Fun!23
671,Julia,Jones,8/4/66,Employee,4217.61,0,true,juliajones,Fun!23
430,Jill,Solis,9/11/04,Employee,5495.43,0,false,jillsolis,Fun!23
672,Jennifer,Schultz,7/10/55,Employee,13183.17,0,false,jenniferschultz,Fun!23
431,Emma,Padilla,9/8/09,Employee,14420.0,0,false,emmapadilla,Fun!23
673,Ashley,Walker,7/10/79,Employee,7215.14,0,false,ashleywalker,Fun!23
432,Becky,Gray,10/27/76,Employee,11470.9,0,true,beckygray,Fun!23
674,Michael,Parrish,11/15/76,Employee,11547.75,0,true,michaelparrish,Fun!23
675,Alyssa,Poole,4/19/08,Employee,12680.6,0,false,alyssapoole,Fun!23
433,Rita,Owens,10/31/88,Employee,11709.44,0,true,ritaowens,Fun!23
434,Kristina,Patrick,2/16/05,Employee,10440.99,0,false,kristinapatrick,Fun!23
676,William,Ortiz,10/18/15,Employee,6264.09,0,true,williamortiz,Fun!23
677,Jason,Clark,2/11/10,Employee,5799.56,0,true,jasonclark,Fun!23
435,Raymond,Woodward,7/5/27,Employee,6008.6,0,false,raymondwoodward,Fun!23
436,Rebecca,Brown,11/19/09,Employee,11409.56,0,false,rebeccabrown,Fun!23
678,Jason,Lee,12/13/79,Employee,2493.0,0,true,jasonlee,Fun!23
437,Samantha,Thomas,4/20/21,Employee,4314.77,0,true,samanthathomas,Fun!23
679,Lisa,Miller,11/29/73,Employee,12805.89,0,true,lisamiller,Fun!23
438,Patrick,Larsen,4/21/02,Employee,2435.54,0,false,patricklarsen,Fun!23
439,Emily,Brady,5/25/07,Employee,13525.43,0,false,emilybrady,Fun!23
680,Tyrone,Johnston,7/11/06,Employee,12694.42,0,true,tyronejohnston,Fun!23
681,Linda,Rodriguez,6/7/94,Employee,8554.88,0,false,lindarodriguez,Fun!23
440,April,Turner,6/14/89,Employee,10244.86,0,true,aprilturner,Fun!23
682,Kenneth,Davis,7/26/93,Employee,4733.61,0,false,kennethdavis,Fun!23
441,Steven,Cabrera,8/20/61,Employee,9997.12,0,false,stevencabrera,Fun!23
683,Sarah,Griffin,8/11/68,Employee,10311.54,0,true,sarahgriffin,Fun!23
200,James,Nolan,7/31/02,Employee,4970.07,0,true,jamesnolan,Fun!23
442,Michael,Murray,11/12/48,Employee,4970.24,0,false,michaelmurray,Fun!23
684,Rebecca,Nguyen,8/11/49,Employee,5194.26,0,false,rebeccanguyen,Fun!23
201,Sharon,Miller,10/25/37,Employee,9189.91,0,true,sharonmiller,Fun!23
685,Anna,Davis,10/19/40,Employee,10815.0,0,false,annadavis,Fun!23
443,Gregory,Carr,4/20/51,Employee,4397.62,0,false,gregorycarr,Fun!23
686,Cynthia,Giles,9/9/23,Employee,4374.01,0,false,cynthiagiles,Fun!23
202,Andrew,Parks,9/18/36,Employee,5658.25,0,false,andrewparks,Fun!23
444,David,Davila,5/27/88,Employee,6361.94,0,false,daviddavila,Fun!23
203,Ethan,Holmes,12/4/10,Employee,2511.64,0,false,ethanholmes,Fun!23
445,Brandon,Smith,4/1/41,Employee,4027.1,0,false,brandonsmith,Fun!23
687,Mary,Gonzalez,11/2/83,Employee,6667.7,0,false,marygonzalez,Fun!23
688,Ann,Miller,12/30/07,Employee,8539.17,0,true,annmiller,Fun!23
446,Ryan,Wilkins,7/17/08,Employee,12402.73,0,false,ryanwilkins,Fun!23
204,Mark,Lozano,1/7/87,Employee,7839.92,0,true,marklozano,Fun!23
205,Molly,Cohen,10/27/27,Employee,11722.38,0,false,mollycohen,Fun!23
689,Jose,Farley,7/25/41,Employee,11595.8,0,true,josefarley,Fun!23
447,Jon,Lopez,8/8/58,Employee,10912.84,0,true,jonlopez,Fun!23
448,Jennifer,Copeland,6/26/56,Employee,5513.67,0,true,jennifercopeland,Fun!23
206,Zachary,Ellison,7/31/74,Employee,14404.57,0,false,zacharyellison,Fun!23
207,Donna,Allen,1/11/94,Employee,10582.09,0,true,donnaallen,Fun!23
449,Alexis,Shea,6/3/96,Employee,9188.53,0,true,alexisshea,Fun!23
208,Amanda,Miller,4/6/98,Employee,10365.86,0,true,amandamiller,Fun!23
209,Shirley,Foster,12/7/56,Employee,7363.18,0,true,shirleyfoster,Fun!23
690,Carl,Foley,5/6/84,Employee,13575.05,0,true,carlfoley,Fun!23
691,Christine,Ellis,2/8/64,Employee,8707.5,0,false,christineellis,Fun!23
692,John,Blevins,10/25/13,Employee,5248.05,0,true,johnblevins,Fun!23
450,Gerald,Baker,4/4/20,Employee,8280.34,0,true,geraldbaker,Fun!23
693,Travis,Burton,10/19/68,Employee,14594.75,0,false,travisburton,Fun!23
451,Tara,Rodriguez,1/11/88,Employee,5256.03,0,true,tararodriguez,Fun!23
694,Timothy,Bernard,3/10/49,Employee,4105.95,0,true,timothybernard,Fun!23
452,Jerry,Hampton,3/1/51,Employee,9574.95,0,true,jerryhampton,Fun!23
210,Jeffrey,Delgado,2/13/99,Employee,2196.76,0,false,jeffreydelgado,Fun!23
695,Christina,Dodson,10/25/43,Employee,7325.22,0,true,christinadodson,Fun!23
453,Ray,Booth,9/23/79,Employee,12954.82,0,false,raybooth,Fun!23
211,Brian,Jensen,7/13/86,Employee,12093.03,0,false,brianjensen,Fun!23
454,Michelle,Sexton,3/5/57,Employee,7701.72,0,true,michellesexton,Fun!23
212,Sheila,Lewis,9/12/74,Employee,11772.31,0,true,sheilalewis,Fun!23
696,Andrew,Atkins,9/30/76,Employee,4258.75,0,false,andrewatkins,Fun!23
697,Jeffrey,Best,3/8/15,Employee,2464.7,0,true,jeffreybest,Fun!23
455,Kayla,Morgan,12/29/46,Employee,10200.38,0,true,kaylamorgan,Fun!23
213,Lee,Burke,12/23/89,Employee,3660.25,0,true,leeburke,Fun!23
214,Susan,Alvarez,9/21/19,Employee,8031.66,0,true,susanalvarez,Fun!23
456,Deborah,Scott,12/3/26,Employee,12083.83,0,false,deborahscott,Fun!23
698,Perry,Hill,11/22/84,Employee,9475.23,0,false,perryhill,Fun!23
457,Trevor,Young,7/25/55,Employee,13180.97,0,true,trevoryoung,Fun!23
699,Mary,Lee,1/30/87,Employee,5242.71,0,true,marylee,Fun!23
215,Bridget,Wagner,7/21/91,Employee,8917.7,0,false,bridgetwagner,Fun!23
